restaurant_name,date,meal,main_item,vegetarian_item,dessert_item,mundane_items,calories
EACH,2018-10-22,LUNCH,Tiras de frango com molho roti,Cassoulet vegetariano,Maxi chocolate,"Arroz, Arroz integral, Feijão, Minipão, Polenta com parmesão, Refresco, Salada de abobrinha, Salada de escarola, Salada de lentilha",1100
EACH,2018-10-22,DINNER,Bife de panela com calabresa,Torta madalena,Doce de leite,"Arroz, Arroz integral, Brocólis ao alho e óleo, Feijão, Minipão, Refresco, Salada de acelga, Salada de milho, Salada de nabo",1130
EACH,2018-10-23,LUNCH,Carne assada com molho madeira,Lasanha de repolho,Curau,"Abóbora sauté, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de almeirão, Salada de feijão fradinho, Salada de pepino",970
EACH,2018-10-23,DINNER,Filé de coxa com molho califórnia,Pvt com molho de salsão,Sorvete,"Acelga à provençal, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de alface americana, Salada de lentilha, Salada de rabanete",895
EACH,2018-10-24,DINNER,Carne em cubos ao sugo,Yakissoba de pvt,Pão de mel,"Arroz, Arroz integral, Batata-doce corada com salsa e alho, Feijão, Minipão, Refresco, Salada de catalonha, Salada de cenoura ralada, Salada de soja",1470
EACH,2018-10-24,LUNCH,Linguiça acebolada,Feijoada vegetariana,Gelatina,"Arroz, Arroz integral, Couve refogada, Feijão preto, Minipão, Refresco, Salada de beterraba cozida, Salada de grão-de-bico, Salada de rúcula",980
EACH,2018-10-25,DINNER,Carne assada acebolada,Pvt com couve-flor,Pudim de baunilha com calda de groselha,"Arroz, Arroz integral, Escarola refogada, Feijão preto, Minipão, Refresco, Salada de feijão branco, Salada de repolho, Salada de tomate",1010
EACH,2018-10-25,LUNCH,Fricassê de frango,Fricassê de pvt,Cocada,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de cebola temperada, Salada de mix de folhas, Salada de soja, Vagem com pimentões",1080
EACH,2018-10-26,LUNCH,Bife de caçarola,Curry de legumes,Moranguete,"Arroz, Arroz integral, Batata portuguesa, Feijão, Minipão, Refresco, Salada de alface crespa, Salada de feijão branco, Salada de tabule",1230
EACH,2018-10-26,DINNER,Filé de frango com molho rosé,Pvt com vagem,Bolinho,"Arroz, Arroz integral, Cenoura saute, Feijão, Minipão, Refresco, Salada de berinjela, Salada de chicória, Salada de grão-de-bico",1010
EACH,2018-10-29,LUNCH,Filé de frango com molho suíço,Pvt gratinado,Doce de leite,"Acelga com shoyu, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de alface, Salada de ervilha, Salada de pepino",1080
EACH,2018-10-29,DINNER,Bife com molho acebolado,Pvt com mandioca,Sorvete,"Arroz, Arroz integral, Berinjela assada, Feijão, Minipão, Refresco, Salada de escarola, Salada de lentilha, Salada de rabanete",940
EACH,2018-10-30,DINNER,Tiras de frango com molho ervas,Assado vienense,Cocada,"Arroz, Arroz integral, Espinafre com alho e óleo, Feijão, Minipão, Refresco, Salada de abobrinha, Salada de almeirão, Salada de soja",985
EACH,2018-10-30,LUNCH,Lagarto com molho madeira,Pvt com vagem,Delicaxi,"Arroz, Arroz integral, Feijão preto, Minipão, Nhoque ao sugo, Refresco, Salada de cenoura cozida, Salada de grão de bico, Salada de mostarda",1060
EACH,2018-10-31,LUNCH,Frango assado,Quibe de pvt,Barra de cereal,"Arroz, Arroz integral, Feijão, Minipão, Quiabo com alho e óleo, Refresco, Salada de feijão fradinho, Salada de repolho, Salada de tomate",1140
EACH,2018-10-31,DINNER,Linguiça com molho vinagrete,Pvt com vinagrete,Flan de baunilha,"Arroz, Arroz integral, Couve refogada, Feijão preto, Minipão, Refresco, Salada de alface, Salada de beterraba, Salada de milho",1075
EACH,2018-11-01,LUNCH,Estrogonofe de carne,Estrogonofe de pvt,Brigadeiro,"Arroz, Arroz integral, Batata-palha, Feijão, Minipão, Refresco, Salada de lentilha, Salada de mista de folhas, Salada de nabo",1045
EACH,2018-11-01,DINNER,Filé de coxa de frango com molho de salsão,Pvt com salsão,Goiabada,"Abobrinha à primavera, Arroz, Arroz integral, Feijão preto, Minipão, Refresco, Salada de acelga, Salada de cebola temperada, Salada de feijão branco",1000
EACH,2018-11-05,DINNER,Bife com molho de bacon,Pvt com pimentões,Max goiabinha,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Repolho refogado, Salada de escarola, Salada de soja, Salada de tomate",1085
EACH,2018-11-05,LUNCH,Filé de coxa com olho de salsão,Pvt com cogumelos,Doce de leite,"Arroz, Arroz integral, Couve-flor temperada, Feijão, Minipão, Refresco, Salada de acelga, Salada de milho, Salada de rabanete",1010
EACH,2018-11-06,LUNCH,Copa lombo com molho barbecue,Pvt alemão,Torrone,"Arroz, Arroz integral, Escarola à provençal, Feijão preto, Minipão, Refresco, Salada de alface crespa, Salada de beterraba cozida, Salada de lentilha",1090
EACH,2018-11-06,DINNER,Estrogonofe de frango,Estrogonofe de legumes,Sagu,"Arroz, Arroz integral, Batata-palha, Feijão, Minipão, Refresco, Salada de agrião, Salada de chuchu, Salada de grão-de-bico",1100
EACH,2018-11-07,LUNCH,Carne assada com molho de ervas,Pvt com moyashi,Manjar,"Arroz, Arroz integral, Feijão preto, Minipão, Quibebe, Refresco, Salada de feijão branco, Salada de repolho, Salada de vinagrete",1035
EACH,2018-11-07,DINNER,Filé de peixe à portuguesa,Pvt à portuguesa,Moranguete,"Arroz, Arroz integral, Brócolis ao alho, Feijão, Minipão, Refresco, Salada de chicória, Salada de ervilha, Salada de pepino",1140
EACH,2018-11-08,LUNCH,Frango assado,Pvt com mandioquinha,Cocada,"Arroz, Arroz integral, Feijão, Minipão, Quiabo refogado, Refresco, Salada de catalonha, Salada de cebola temperada, Salada de soja",1035
EACH,2018-11-08,DINNER,Iscas de carne à chinesa,Pvt à chinesa,Gelatina,"Arroz, Arroz integral, Feijão preto, Mandioca sauté, Minipão, Refresco, Salada de abobrinha, Salada de alface americana, Salada de lentilha",925
EACH,2018-11-09,DINNER,Filé de frango com molho de azeitonas,Capeletti de queijo ao sugo,Sorvete,"Arroz, Arroz integral, Chuchu com manjericão, Feijão preto, Minipão, Refresco, Salada de almeirão, Salada de cenoura ralada, Salada de feijão fradinho",965
EACH,2018-11-09,LUNCH,Hambúrguer com molho roti,Hambúrguer de lentilha,Mousse de chocolate ou maçã,"Arroz, Arroz integral, Berinjela ao forno, Feijão, Minipão, Refresco, Salada de batata-doce, Salada de grão-de-bico, Salada de mista de folhas",1030
EACH,2018-11-12,LUNCH,Picado de carne com calabresa,Curry de legumes,Bolinho,"Arroz, Arroz integral, Feijão, Mandioca temperada, Minipão, Refresco, Salada de lentilha, Salada de repolho bicolor, Salada de tomate",1040
EACH,2018-11-12,DINNER,Filé de frango com molho suíço,Puchero,Doce de leite,"Arroz, Arroz integral, Brocólis ao alho e óleo, Feijão, Minipão, Refresco, Salada de alface americana, Salada de feijão branco, Salada de rabanete",1070
EACH,2018-11-13,LUNCH,Frango xadrez,Xadrez vegetariano com moyashi,Delicaxi,"Arroz, Arroz integral, Escarola ao alho, Feijão, Minipão, Refresco, Salada de abóbora, Salada de alface, Salada de soja",970
EACH,2018-11-13,DINNER,Bife de panela,Pvt com vagem,Pão de mel,"Arroz, Arroz integral, Feijão, Legumes sauté, Minipão, Refresco, Salada de acelga, Salada de feijão fradinho, Salada de pepino",1065
EACH,2018-11-14,LUNCH,Cupim com molho roti,Pvt gratinado,Moranguete,"Arroz, Arroz integral, Berinjela à italiana, Feijão preto, Minipão, Refresco, Salada de abobrinha, Salada de grão-de-bico, Salada de mix de folhas",1370
EACH,2018-11-14,DINNER,Filé de coxa com molho argentino,Almôndegas de pvt com molho argentino,Barra de cereal,"Arroz, Arroz integral, Feijão, Minipão, Polenta com parmesão, Refresco, Salada de beterraba ralada, Salada de chicória, Salada de ervilha",1020
EACH,2018-11-21,LUNCH,Iscas de carne com carne seca acebolada,Torta madalena de pvt,Sorvete,"Arroz, Arroz integral, Brócolis refogado, Feijão, Minipão, Refresco, Salada de beterraba ralada, Salada de ervilha, Salada de repolho",1245
EACH,2018-11-21,DINNER,Fricassé de frango,Fricassé vegetariano,Torrone,"Arroz, Arroz integral, Escarola ao alho, Feijão, Minipão, Refresco, Salada de grão-de-bico, Salada de pepino, Salada mista de folhas",985
EACH,2018-11-22,DINNER,Lagarto com molho de ferrugem,Moussaka,Pudim de baunilha com calda,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de abobrinha, Salada de acelga, Salada de feijão fradinho, Vagem com cenoura",1275
EACH,2018-11-22,LUNCH,Filé de coxa com molho de salsão,Quibe vegetariano,Pão de mel,"Arroz, Arroz integral, Feijão, Macarrão com molho branco e espinafre, Minipão, Refresco, Salada de alface americana, Salada de cenoura cozida, Salada de soja",1025
EACH,2018-11-23,LUNCH,Filé de peixe ao molho escabeche,Curry de legumes,Bananada,"Arroz, Arroz integral, Batata portuguesa, Feijão preto, Minipão, Refresco, Salada de almeirão, Salada de feijão branco, Salada de rabanete",1125
EACH,2018-11-23,DINNER,Frango assado,Pvt mexicano,Max chocolate,"Arroz, Arroz integral, Chuchu refogada, Feijão, Minipão, Refresco, Salada de alface, Salada de milho, Salada de tomate",985
EACH,2018-11-26,DINNER,Filé de coxa com molho de mostarda,Pvt com moyashi,Bolinho,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de almeirão, Salada de milho, Salada de pepino, Vagem à provençal",1010
EACH,2018-11-26,LUNCH,Bife com molho de curry,Batatalhoada,Max goiabinha,"Abobrinha temperada, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de acelga, Salada de ervilha, Salada de picles",1090
EACH,2018-11-27,DINNER,Carne assada com molho ferrugem,Cassolet vegetariano,Torrone,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Repolho refogado, Salada de catalonha, Salada de cenoura ralada, Salada de lentilha",1030
EACH,2018-11-27,LUNCH,Lombo à califórnia,Polpetone vegetariano com molho roti,Torta holandesa,"Arroz, Arroz integral, Canelone de queijo ao sugo, Feijão, Salada de alface americana com crotouns, Salada de feijão branco temperado, Salada de salpicão com maionese",1395
EACH,2018-11-28,LUNCH,Cupim com molho madeira,Pvt com ricota e tomate,Doce de leite,"Arroz, Arroz integral, Brócolis sauté, Feijão preto, Minipão, Refresco, Salada de escarola, Salada de feijão fradinho, Salada de rabanete",1290
EACH,2018-11-28,DINNER,Filé de peito de peru com molho de palmito,Pvt com palmito e champignon,Torta holandesa,"Arroz, Arroz integral, Feijão, Nhoque ao sugo gratinado, Salada de alface crespa com tomate cereja, Salada de grão-de-bico, Salada de maionese de batatas",1180
EACH,2018-11-29,LUNCH,Steak de frango à pizzaiolo,Assado vienense,Bicho de pé,"Arroz, Arroz integral, Berinjela com passas, Feijão, Minipão, Refresco, Salada de abobrinha, Salada de chicória, Salada de soja",1050
EACH,2018-11-29,DINNER,Picado de carne com calabresa,Pvt mexicano,Arroz doce,"Arroz, Arroz integral, Couve refogada, Feijão preto, Minipão, Refresco, Salada de beterraba, Salada de feijão branco, Salada de repolho",1200
EACH,2018-11-30,DINNER,Iscas de frango com molho de ervas,Polenta com queijo,Sorvete,"Abóbora ao forno, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de cebola em conserva, Salada de ervilha, Salada de mostarda",895
EACH,2018-11-30,LUNCH,Estrogonofe de carne,Estrogonofe de legumes,Cocada,"Arroz, Arroz integral, Batata-palha, Feijão, Minipão, Refresco, Salada de lentilha, Salada de mista de folhas, Salada de tomate",1160
EACH,2018-12-03,LUNCH,Bife com molho madeira,Almôndegas de pvt acebolada,Bolinho,"Arroz, Arroz integral, Feijão, Macarrão ao sugo, Minipão, Refresco, Salada de acelga, Salada de ervilha, Salada de picles",1190
EACH,2018-12-03,DINNER,Frango xadrez,Pvt xadrez,Bananada,"Arroz, Arroz integral, Escarola ao alho e óleo, Feijão, Minipão, Refresco, Salada de almeirão, Salada de berinjela, Salada de milho",915
EACH,2018-12-04,LUNCH,Filé de frango ao molho ferrugem,Torta madalena de pvt,Torrone,"Arroz, Arroz integral, Espinafre gratinado, Feijão, Minipão, Refresco, Salada de escarola, Salada de feijão branco, Salada de tomate",1060
EACH,2018-12-04,DINNER,Bife com molho roti,Assado vienense,Maxi goiabinha,"Abobrinha com salsa, Arroz, Arroz integral, Minipão, Refresco, Salada de catalonha, Salada de cebola temperada, Salada de soja",1080
EACH,2018-12-05,LUNCH,Carne assada com molho de champignon,Pvt com cogumelos,Gelatina,"Arroz, Arroz integral, Chuchu com manjericão, Feijão, Minipão, Refresco, Salada de beterraba, Salada de lentilha, Salada de mostarda",900
EACH,2018-12-05,DINNER,Copa lombo com molho de limão,Pvt com pimentões,Moranguete,"Arroz, Arroz integral, Couve provençal, Feijão preto, Minipão, Refresco, Salada de alface americana, Salada de batata bolinha, Salada de grão-de-bico",1250
EACH,2018-12-06,DINNER,Cupim acebolado,Pvt com ricota,Pudim de maria mole,"Arroz, Arroz integral, Feijão, Minipão, Polenta com parmesão, Refresco, Salada de feijão fradinho, Salada de repolho, Salada de tabule",1305
EACH,2018-12-06,LUNCH,Frango assado,Lasanha de repolho,Sorvete,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de alface crespa, Salada de cenoura cozida, Salada de soja, Vagem temperada",1005
EACH,2018-12-07,LUNCH,Cubos de carne com molho de bacon,Pvt com moyashi,Doce de leite,"Arroz, Arroz integral, Couve-flor refogada, Feijão preto, Minipão, Refresco, Salada de cebolinha, Salada de milho, Salada de mix de folhas",995
EACH,2018-12-07,DINNER,Filé de coxa com molho argentino,Pvt alemão,Barra de cereal,"Arroz, Arroz integral, Feijão, Mandioca com vinagrete, Minipão, Refresco, Salada de chicória, Salada de feijão branco, Salada de rabanete",1065
EACH,2018-12-10,DINNER,Bife com molho de alho-poró,Pvt com alho-poró,Goiabada,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de cenoura, Salada de ervilha, Salada de repolho bicolor, Vagem refogada",1035
EACH,2018-12-10,LUNCH,Filé de coxa com vinagrete,Pvt com vinagrete,Cocada,"Arroz, Arroz integral, Canelone ao sugo, Feijão, Minipão, Refresco, Salada de feijão branco, Salada de mista de folhas, Salada de rabanete",1135
EACH,2018-12-11,LUNCH,Hambúrguer com molho roti,Hambúrguer de lentilha,Torrone,"Arroz, Arroz integral, Creme de milho, Feijão, Minipão, Refresco, Salada de alface crespa, Salada de beterraba, Salada de milho",1085
EACH,2018-12-11,DINNER,Iscas de frango com molho de maracujá,Pvt gratinado,Flan de baunilha,"Arroz, Arroz integral, Berinjela à italiana, Feijão, Minipão, Refresco, Salada de almeirão, Salada de pepino, Salada de soja",1145
EACH,2018-12-12,LUNCH,Frango assado,Almôndegas de pvt,Sagu,"Arroz, Arroz integral, Brócolis sauté, Feijão, Minipão, Refresco, Salada de acelga, Salada de berinjela, Salada de feijão fradinho",1050
EACH,2018-12-12,DINNER,Lagarto com molho madeira,Quibe de pvt,Max chocolate,"Arroz, Arroz integral, Chuchu com manjericão, Feijão preto, Minipão, Refresco, Salada de alface americana, Salada de lentilha, Salada de tomate",1045
EACH,2018-12-13,DINNER,Filé de frango com molho roti,Curry de legumes,Gelatina,"Arroz, Arroz integral, Escarola á provençal, Feijão, Minipão, Refresco, Salada de abóbora, Salada de grão-de-bico, Salada de mostarda",825
EACH,2018-12-13,LUNCH,Carne em cubos com calabresa,Ravioli de queijo,Bolinho,"Abobrinha com salsa, Arroz, Arroz integral, Feijão preto, Minipão, Refresco, Salada de alface agrião, Salada de batata bolinha, Salada de soja",1155
EACH,2018-12-14,LUNCH,Estrogonofe de frango,Estrogonofe de pvt,Sorvete,"Arroz, Arroz integral, Batata-palha, Feijão, Minipão, Refresco, Salada de almeirão, Salada de ervilha, Salada de tabule",1185
EACH,2018-12-14,DINNER,Carne moída com legumes,Pvt com moyashi,Doce de leite,"Acelga ao alho e óleo, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de cebola temperada, Salada de feijão branco, Salada de mix de folhas",950
EACH,2019-04-22,LUNCH,Bife à pizzaiolo,Pvt à pizzaiolo,Doce de leite,"Arroz, Arroz integral, Feijão, Macarrão com espinafre, Minipão, Refresco, Salada de acelga, Salada de milho, Salada de pepino",1415
EACH,2019-04-22,DINNER,Linguiça acebolada,Pvt com alho-poró,Goiabada,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Repolho na salsa, Salada de abobrinha, Salada de almeirão, Salada de grão-de-bico",1015
EACH,2019-04-23,DINNER,Carne em cubos com mandioca,Pvt com mandioca,Torrone,"Arroz, Arroz integral, Escarola temperada, Feijão, Minipão, Refresco, Salada de chicória, Salada de chuchu, Salada de feijão fradinho",1010
EACH,2019-04-23,LUNCH,Filé de frango com molho de maracujá,Cassoulet vegetariano,Gelatina,"Arroz, Arroz integral, Couve-flor sauté, Feijão, Minipão, Refresco, Salada de alface americana, Salada de soja, Salada de tomate",1060
EACH,2019-04-24,LUNCH,Almôndegas com molho sugo,Almôndegas de pvt,Bananada,"Arroz, Arroz integral, Feijão, Minipão, Purê de batata com cenoura, Refresco, Salada de almeirão, Salada de beterraba ralada, Salada de grão-de-bico",0
EACH,2019-04-24,DINNER,Copa lombo com molho de limão,Pvt mexicano,Sagu,"Arroz, Arroz integral, Couve refogada, Feijão preto, Minipão, Refresco, Salada de alface, Salada de cebola, Salada de lentilha",1285
EACH,2019-04-25,LUNCH,Iscas de carne à chinesa,Pvt à chinesa,Bolinho,"Arroz, Arroz integral, Berinjela com passas, Feijão, Minipão, Refresco, Salada de folhas mistas, Salada de lentilha, Salada de rabanete",995
EACH,2019-04-25,DINNER,Estrogonofe de frango,Estrogonofe de pvt,Arroz de doce,"Arroz, Arroz integral, Batata-palha, Feijão, Minipão, Refresco, Salada de alface crespa, Salada de batata bolinha temperada, Salada de feijão branco",1235
EACH,2019-04-26,DINNER,Carne assada com molho de alecrim,Pvt com palmito,Sorvete,"Arroz, Arroz integral, Feijão, Minipão, Quibebe, Refresco, Salada de escarola, Salada de seleta de legumes, Salada de soja",1100
EACH,2019-04-26,LUNCH,Frango assado,Pvt com azeitonas,Curau,"Arroz, Arroz integral, Feijão preto, Minipão, Quiabo à provençal, Refresco, Salada de catalonha, Salada de ervilha, Salada de jiló",1205
EACH,2019-09-16,DINNER,Carne cubos com argentino,Pvt com couve flor,Barra de cereal,"Arroz, Arroz integral, Brócolis com alho, Feijão, Minipão, Refresco, Salada de escarola, Salada de milho, Salada de rabanete",1020
EACH,2019-09-16,LUNCH,Filé de coxa de frango acebolada,Pvt á pizzaiolo,Bananada,"Arroz, Arroz integral, Feijão, Minipão, Quiabo ao alho, Refresco, Salada de cenoura ralada, Salada de ervilha, Salada de repolho bicolor",940
EACH,2019-09-17,DINNER,Frango assado,Moussaka vegetariana,Arroz doce,"Arroz, Arroz integral, Escarola á provençal, Feijão, Minipão, Refresco, Salada de alface, Salada de beterraba, Salada de soja",1445
EACH,2019-09-17,LUNCH,Iscas de carne com carne seca,Assado vienense,Gelatina,"Arroz, Arroz integral, Chuchu com manjericão, Feijão, Minipão, Refresco, Salada de pepino, Salada de rúcula, Sopa de grão de bico",925
EACH,2019-09-18,LUNCH,Linguiça com molho barbecue,Feijoada vegetariana,Doce de leite,"Arroz, Arroz integral, Couve refogada, Feijão preto, Minipão, Refresco, Salada de acelga, Salada de berinjela, Salada de milho",1155
EACH,2019-09-18,DINNER,Cupim com molho ferrugem,Escondidinho de pvt,Beijinho,"Arroz, Arroz integral, Feijão, Mandioquinha, vagem e cenoura, Minipão, Refresco, Salada de abobrinha, Salada de almeirão, Salada de lentilha",1295
EACH,2019-09-19,LUNCH,Lagarto com molho madeira,Pvt com cogumelos com molho branco,Spumone de uva,"Arroz, Arroz integral, Batata saute, Feijão, Minipão, Refresco, Salada de alface americana, Salada de cebola curtida, Salada de feijão fradinho",1250
EACH,2019-09-19,DINNER,Filé de frango com molho suíço,Curry de legumes,Bolinho,"Acelga ao alho, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de cenoura, Salada de grão de bico, Salada de mostarda",975
EACH,2019-09-20,LUNCH,Filé de frango com molho roty,Cassoulet vegetariano,Goiabada,"Arroz, Arroz integral, Berinjela ao forno, Feijão, Minipão, Refresco, Salada de chicória, Salada de soja, Salada de tomate",960
EACH,2019-09-20,DINNER,Almondegas com molho sugo,Pvt com chuchu,Flan com calda de groselha,"Arroz, Arroz integral, Feijão preto, Macarrão com molho sugo, Minipão, Refresco, Salada de feijão branco, Salada de mix de folhas, Salada de pepino",950
EACH,2019-09-23,DINNER,Bife com molho roti,Almôndegas de pvt com molho roti,Bananada,"Arroz, Arroz integral, Feijão, Mandioca sauté, Minipão, Refresco, Salada de alface, Salada de cebola temperada, Salada de feijão fradinho",1140
EACH,2019-09-23,LUNCH,Filé de frango com molho de mostarda,Pvt rica,Max chocolate,"Arroz, Arroz integral, Chuchu com manjericão, Feijão, Minipão, Refresco, Salada de ervilha, Salada de repolho misto, Salada de tomate",985
EACH,2019-09-24,DINNER,Filé de coxa com molho de suíço,Pvt com cogumelos,Torrone,"Acelga áà provençal, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de escarola, Salada de pepino, Salada de soja",1025
EACH,2019-09-24,LUNCH,Carne assada com molho ferrugem,Pvt gratinado,Gelatina,"Arroz, Arroz integral, Brócolis ao alho, Feijão, Minipão, Refresco, Salada de abobrinha, Salada de lentilha, Salada de mostarda",1205
EACH,2019-09-25,LUNCH,Frango assado acebolado,Pvt com molho baiano,Cocada,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de beterraba cozida, Salada de chicória, Salada de feijão branco, Vagem temperada",1175
EACH,2019-09-25,DINNER,Hamburguer com vinagrete,Pvt com vinagrete,Flan com calda de caramelo,"Arroz, Arroz integral, Feijão, Minipão, Purê de batata, Refresco, Salada de grão-de-bico, Salada de mista de folhas, Salada de nabo curtido",970
EACH,2019-09-26,LUNCH,Iscas de carne com linguiça calabresa e molho argentino,Grão-de-bico à indiana,Doce de leite,"Abóbora refogada, Arroz, Arroz integral, Feijão preto, Minipão, Refresco, Salada de alface, Salada de feijão fradinho, Salada de rabanete",1060
EACH,2019-09-26,DINNER,Frango xadrez,Xadrez de pvt,Curau,"Arroz, Arroz integral, Escarola refogada, Feijão, Minipão, Refresco, Salada de almeirão, Salada de batata-doce, Salada de milho",1090
EACH,2019-09-27,LUNCH,Steak de frango ao molho sugo,Assado vienense,Sagu,"Arroz, Arroz integral, Berinjela com passas, Feijão, Minipão, Refresco, Salada de milho, Salada de mista de folhas, Salada de picles",980
EACH,2019-09-27,DINNER,Lagarto com molho madeira,Pvt com alho-poró,Brigadeiro,"Arroz, Arroz integral, Cenoura com alho, Feijão preto, Minipão, Refresco, Salada de acelga, Salada de lentilha, Salada de pepino",1080
EACH,2020-02-10,LUNCH,Almôndegas aceboladas,Almondegas de pvt aceboladas,Goiabada,"Arroz, Arroz integral, Feijão, Macarrão com molho sugo, Minipão, Refresco, Salada de milho, Salada de pepino, Salada de repolho",885
EACH,2020-02-11,LUNCH,Filé de coxa com molho de ferrugem,Pvt com chuchu,Flan,"Arroz, Arroz integral, Cenoura palito, Feijão, Minipão, Refresco, Salada de almeirão, Salada de batata doce, Salada de soja",1040
EACH,2020-02-12,LUNCH,Lagarto com molho roty,Pvt alemão,Mousse de maracujá,"Arroz, Arroz integral, Couve flor com salsão, Feijão preto, Minipão, Refresco, Salada de berinjela, Salada de feijão fradinho, Salada de mostarda",1250
EACH,2020-02-13,LUNCH,Fricassê de frango,Fricassê vegetariano,Gelatina,"Arroz, Arroz integral, Escarola refogada, Feijão, Minipão, Refresco, Salada de beterraba, Salada de grão de bico, Salada de mostarda",900
EACH,2020-02-14,LUNCH,Carne em cubos com mandioca,Pvt com mandioquinha,Canjica,"Abobrinha à italiana, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de alface americana, Salada de lentilha, Salada de tomate",915
EACH,2020-03-23,LUNCH,Filé de frango com molho de mostarda,Pvt com vagem,Maxi chocolate,"Arroz, Arroz integral, Feijão, Macarrão com molho sugo, Minipão, Refresco, Salada de acelga, Salada de ervilha, Salada de pepino",0
Fac. Direito,2018-07-16,LUNCH,Filé de coxa de frango com molho mostarda,Pvt acebolado,Doce de banana,"Arroz, Arroz integral, Feijão, Minipão, Quiabo à provençal, Refresco, Salada de escarola",985
Fac. Direito,2018-07-17,LUNCH,Almôndegas com molho roti,Pvt com moyashi,Mamão,"Arroz, Arroz integral, Feijão, Macarrão ao sugo, Minipão, Refresco, Salada de alface",990
Fac. Direito,2018-07-18,LUNCH,Sobrecoxa de frango à califórnia,Pvt com ameixa,Pudim de maria mole,"Acelga refogada, Arroz, Arroz integral, Feijão preto, Minipão, Refresco, Salada de beterraba",995
Fac. Direito,2018-07-19,LUNCH,Estrogonofe de carne,Estrogonofe de pvt,Melão,"Arroz, Arroz integral, Batata palha, Feijão, Minipão, Refresco, Salada de almeirão",1035
Fac. Direito,2018-07-20,LUNCH,Bife de contrafilé com molho de bacon,Pvt com milho,Mousse de chocolate,"Arroz, Arroz integral, Brócolis sauté, Feijão, Minipão, Refresco, Salada de mostarda",995
Fac. Direito,2018-07-23,LUNCH,Bife com molho de cogumelo,Pvt com grão de bico,Laranja,"Abóbora com salsa, Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de acelga",990
Fac. Direito,2018-07-24,LUNCH,Filé de coxa de frango com molho suíço,Pvt com salsão,Gelatina,"Arroz, Arroz integral, Feijão, Minipão, Refresco, Salada de mostarda, Vagem ao alho",985
Fac. Direito,2018-07-25,LUNCH,Cupim com molho mostarda,Pvt com mandioquinha,Banana,"Arroz, Arroz integral, Couve flor sauté, Feijão preto, Minipão, Refresco, Salada de alface americana",995
Fac. Direito,2018-07-26,LUNCH,Sobrecoxa de frango com molho de ervas,Pvt com curry,Beijinho,"Arroz, Arroz integral, Feijão, Minipão, Ratatouille, Refresco, Salada de chicória",990
Fac. Direito,2018-07-27,LUNCH,Hambúrguer com molho de tomate,Hambúrguer de lentilha,Melão,"Arroz, Arroz integral, Feijão, Minipão, Purê de batata, Refresco, Salada de almeirão",995
Fac. Direito,2018-07-30,LUNCH,Bife com molho de salsão,Pvt com ervilha,Melancia,"Arroz, Arroz integral, Feijão, Minipão, Polenta cremosa, Refresco, Salada de acelga",995
Fac. Direito,2018-07-31,LUNCH,Filé de peito de frango com molho de abacaxi,Pvt com azeitonas,Goiabada,"Arroz, Arroz integral, Cenoura sauté, Feijão, Minipão, Refresco, Salada de mostarda",990
Fac. Direito,2018-08-01,LUNCH,Estrogonofe de carne,Estrogonofe de pvt,Maçã,"Arroz, Arroz integral, Batata palha, Feijão, Minipão, Refresco, Salada de alface americana",1035
Fac. Direito,2018-08-01,DINNER,Sobrecoxa de frango com molho fazendinha,Pvt com espinafre,Barra de cereal,"Abobrinha à primavera, Arroz, Arroz integral, Feijão preto, Minipão, Refresco, Salada de acelga",990
Fac. Direito,2018-08-02,DINNER,Lagarto com molho madeira,Pvt com queijo branco,Mamão,"Arroz, Arroz integral, Brócolis no vapor, Feijão, Minipão, Refresco, Salada de almeirão",995
Fac. Direito,2018-08-02,LUNCH,Filé de peito de frango com molho caçadora,Pvt com alho poró,Sorvete,"Arroz, Arroz integral, Feijão, Minipão, Quiabo refogado, Refresco, Salada de catalonha",995
Fac. Direito,2018-08-03,DINNER,Bife de contrafilé acebolado,Pvt acebolado,Bananada,"Arroz, Arroz integral, Berinjela ao forno, Feijão, Minipão, Refresco, Salada de alface",990
Fac. Direito,2018-08-03,LUNCH,Copa lombo com molho de limão,Pvt com chuchu,Laranja,"Arroz, Arroz integral, Escarola à provençal, Feijão preto, Minipão, Refresco, Salada de tomate",1005
